steering_angle,adc_0,adc_1,time
0.0,2280,2780,1675148898.869758
0.0,2280,2781,1675148898.9692428
0.0,2278,2778,1675148899.0696352
0.0,2278,2778,1675148899.1698234
0.0,2280,2780,1675148899.2690868
0.0,2280,2780,1675148899.319681
0.0,2280,2781,1675148899.3696878
0.0,2278,2778,1675148899.4697137
0.0,2280,2780,1675148899.5692174
0.0,2278,2780,1675148899.6697798
0.0,2280,2781,1675148899.769637
0.0,2278,2778,1675148899.819628
0.0,2278,2780,1675148899.8696706
0.0,2278,2778,1675148899.970017
0.0,2278,2780,1675148900.0695024
0.0,2281,2781,1675148900.119563
0.0,2280,2781,1675148900.169775
0.0,2280,2780,1675148900.2697842
0.0,2278,2778,1675148900.3197901
0.0,2280,2780,1675148900.3696368
0.0,2277,2778,1675148900.4696565
0.0,2281,2782,1675148900.5696323
0.0,2280,2781,1675148900.6696513
0.0,2278,2778,1675148900.7196984
0.0,2280,2781,1675148900.7696998
0.0,2278,2781,1675148900.8696525
0.0,2281,2783,1675148900.9696696
0.0,2280,2781,1675148901.0696974
0.0,2278,2780,1675148901.1696866
0.0,2280,2780,1675148901.2196686
0.0,2280,2781,1675148901.2696223
0.0,2281,2782,1675148901.369703
0.0,2278,2780,1675148901.4697897
0.0,2278,2780,1675148901.5697165
0.0,2277,2778,1675148901.669691
0.0,2281,2782,1675148901.769747
0.0,2278,2778,1675148901.8697824
0.0,2278,2780,1675148901.9697826
0.0,2277,2777,1675148902.0697658
0.0,2281,2782,1675148902.1698856
0.0,2280,2778,1675148902.2693913
0.0,2278,2780,1675148902.3697412
0.0,2280,2781,1675148902.4697878
0.0,2281,2781,1675148902.5197444
0.0,2280,2782,1675148902.5696785
0.0,2278,2778,1675148902.6697948
0.0,2277,2780,1675148902.7698233
0.0,2281,2783,1675148902.8199525
0.0,2277,2780,1675148902.8698084
0.0,2277,2778,1675148902.9698346
0.0,2278,2780,1675148903.0197244
0.0,2278,2778,1675148903.0697854
0.0,2280,2781,1675148903.1198275
0.0,2277,2778,1675148903.1698184
0.0,2278,2780,1675148903.2699451
0.0,2280,2781,1675148903.369838
0.0,2278,2778,1675148903.469802
0.0,2278,2781,1675148903.5198207
0.0,2277,2778,1675148903.5698204
0.0,2281,2782,1675148903.6198318
0.0,2278,2780,1675148903.6698213
0.0,2278,2780,1675148903.7699711
0.0,2278,2780,1675148903.8197632
0.0,2278,2778,1675148903.8698406
0.0,2277,2778,1675148903.9693549
0.0,2277,2778,1675148904.0698683
0.0,2280,2780,1675148904.1197436
0.0,2280,2781,1675148904.1697927
0.0,2278,2780,1675148904.219772
0.0,2280,2780,1675148904.2697423
0.0,2277,2778,1675148904.369685
0.0,2278,2780,1675148904.4197392
0.0,2278,2780,1675148904.469798
0.0,2281,2781,1675148904.5198128
0.0,2278,2780,1675148904.5698297
0.0,2278,2780,1675148904.6197214
0.0,2280,2781,1675148904.6696925
0.0,2277,2778,1675148904.7699933
0.0,2280,2780,1675148904.819864
0.0,2277,2778,1675148904.869844
0.0,2278,2781,1675148904.969748
0.0,2280,2781,1675148905.069855
0.0,2280,2781,1675148905.1697776
0.0,2278,2780,1675148905.219765
0.0,2277,2777,1675148905.2698948
0.0,2277,2778,1675148905.369931
0.0,2280,2780,1675148905.4697835
0.0,2277,2778,1675148905.5700521
0.0,2277,2778,1675148905.6699746
0.0,2277,2778,1675148905.770019
0.0,2280,2781,1675148905.8699903
0.0,2278,2778,1675148905.9699852
0.0,2276,2777,1675148906.0700004
0.0,2280,2780,1675148906.1200113
0.0,2278,2778,1675148906.1699216
0.0,2278,2780,1675148906.270023
0.0,2280,2781,1675148906.369935
0.0,2278,2780,1675148906.4199502
0.0,2277,2777,1675148906.4698641
0.0,2280,2780,1675148906.520044
0.0,2278,2778,1675148906.5699108
0.0,2281,2782,1675148906.6197667
0.0,2280,2780,1675148906.6696923
0.0,2280,2780,1675148906.76999
1.0,2236,2821,1675148906.8699195
6.7,2146,2908,1675148906.9698856
16.2,2005,3046,1675148907.0699084
30.2,1858,3210,1675148907.1698525
36.1,1808,3252,1675148907.2198105
41.3,1756,3301,1675148907.2698727
49.4,1685,3368,1675148907.3698463
54.7,1645,3413,1675148907.469834
59.1,1580,3480,1675148907.569901
61.8,1556,3501,1675148907.6197927
64.4,1540,3516,1675148907.6698792
66.7,1532,3523,1675148907.7698646
67.1,1533,3522,1675148907.8699665
64.6,1602,3457,1675148907.969916
57.5,1695,3357,1675148908.0699146
50.6,1742,3311,1675148908.1698074
46.8,1788,3270,1675148908.2701118
41.8,1847,3216,1675148908.3699274
37.9,1868,3198,1675148908.469912
37.3,1866,3197,1675148908.5199645
37.0,1868,3200,1675148908.5698307
37.3,1847,3215,1675148908.6699674
38.5,1811,3253,1675148908.719791
41.6,1757,3302,1675148908.769889
45.2,1730,3330,1675148908.8201022
48.8,1700,3358,1675148908.8699021
53.0,1676,3380,1675148908.969495
54.1,1677,3377,1675148909.0698986
54.1,1676,3377,1675148909.1198463
53.8,1703,3352,1675148909.169748
50.0,1752,3307,1675148909.269911
47.2,1760,3303,1675148909.3698707
46.9,1758,3303,1675148909.469838
46.9,1757,3302,1675148909.5698707
49.1,1682,3373,1675148909.6698453
55.9,1616,3442,1675148909.7699785
60.9,1585,3475,1675148909.8698616
62.0,1583,3472,1675148909.9197848
62.5,1583,3473,1675148909.9698677
62.5,1586,3473,1675148910.0699213
60.8,1637,3423,1675148910.1699061
55.8,1692,3366,1675148910.269746
52.4,1702,3352,1675148910.369889
51.8,1702,3351,1675148910.4699256
51.8,1703,3352,1675148910.5698493
54.1,1642,3417,1675148910.6698382
56.6,1622,3435,1675148910.7199166
58.4,1616,3445,1675148910.7698283
59.6,1616,3443,1675148910.8699179
59.4,1632,3426,1675148910.9698644
56.7,1668,3386,1675148911.0701232
55.1,1675,3377,1675148911.1201768
54.4,1677,3382,1675148911.1700542
54.1,1677,3377,1675148911.2701535
54.0,1678,3378,1675148911.3700767
54.0,1681,3377,1675148911.4699683
52.7,1712,3350,1675148911.5698936
51.0,1711,3346,1675148911.6699324
51.0,1710,3343,1675148911.719831
50.9,1725,3335,1675148911.7698264
49.0,1742,3318,1675148911.869965
48.3,1743,3320,1675148911.9699368
48.3,1741,3315,1675148912.0199158
48.3,1741,3313,1675148912.0698848
49.0,1703,3348,1675148912.1200411
50.8,1688,3370,1675148912.1700525
52.8,1667,3385,1675148912.2199798
54.2,1663,3392,1675148912.2700794
55.1,1663,3391,1675148912.3201315
55.4,1663,3392,1675148912.3700092
54.9,1687,3370,1675148912.4700358
53.9,1691,3360,1675148912.5199497
52.9,1697,3363,1675148912.5698493
52.6,1695,3357,1675148912.6198585
52.4,1695,3360,1675148912.6697898
52.3,1696,3358,1675148912.7699313
52.3,1696,3360,1675148912.8199437
52.3,1696,3358,1675148912.8700907
52.2,1702,3357,1675148912.9699214
51.2,1717,3342,1675148913.0700288
50.5,1717,3341,1675148913.169939
50.4,1722,3336,1675148913.2700262
50.1,1721,3336,1675148913.3699899
50.1,1722,3336,1675148913.469837
50.1,1720,3337,1675148913.5199645
50.1,1722,3335,1675148913.5698898
50.1,1722,3338,1675148913.6199298
50.1,1721,3335,1675148913.6701035
50.1,1721,3336,1675148913.769791
50.1,1722,3336,1675148913.869791
50.1,1721,3335,1675148913.9695826
50.1,1721,3336,1675148914.01983
50.1,1721,3333,1675148914.0698166
50.1,1721,3335,1675148914.169832
50.1,1722,3337,1675148914.26986
50.1,1722,3336,1675148914.3698773
50.1,1721,3335,1675148914.4698458
50.1,1721,3335,1675148914.5698967
50.1,1721,3337,1675148914.619966
50.1,1720,3335,1675148914.6700792
50.1,1722,3336,1675148914.7698793
50.1,1723,3338,1675148914.8698127
50.1,1721,3333,1675148914.9698212
50.1,1721,3335,1675148915.069875
50.1,1722,3337,1675148915.1697903
50.1,1721,3333,1675148915.2698584
50.1,1718,3333,1675148915.369767
50.1,1721,3335,1675148915.4698274
50.1,1721,3336,1675148915.569977
50.1,1720,3335,1675148915.6698444
50.1,1720,3333,1675148915.7699826
50.1,1721,3335,1675148915.8699014
50.1,1721,3336,1675148915.970021
50.1,1721,3333,1675148916.020063
50.1,1722,3335,1675148916.0700364
50.1,1721,3335,1675148916.1200356
50.1,1720,3333,1675148916.1698294
50.1,1721,3336,1675148916.2699084
50.1,1721,3336,1675148916.3699133
50.1,1722,3337,1675148916.4699416
50.1,1721,3333,1675148916.5199606
50.1,1721,3336,1675148916.5698168
50.1,1721,3335,1675148916.6699054
50.1,1722,3336,1675148916.7198555
50.1,1723,3340,1675148916.7698653
50.1,1722,3338,1675148916.8698404
50.1,1722,3337,1675148916.9698648
50.1,1722,3337,1675148917.0698817
50.1,1722,3336,1675148917.1199317
50.1,1722,3340,1675148917.1698952
50.1,1722,3333,1675148917.2699845
50.1,1721,3333,1675148917.3198574
50.1,1722,3336,1675148917.3698833
50.1,1721,3333,1675148917.4699743
50.1,1722,3338,1675148917.5699153
50.1,1721,3338,1675148917.6699333
50.1,1720,3333,1675148917.719851
50.1,1722,3337,1675148917.7697892
50.1,1722,3337,1675148917.8698158
50.1,1722,3338,1675148917.9699821
50.1,1722,3338,1675148918.0699599
50.1,1721,3336,1675148918.1700761
50.1,1722,3337,1675148918.2698305
50.1,1722,3336,1675148918.3198233
50.1,1722,3338,1675148918.3698442
50.1,1722,3337,1675148918.4699216
50.1,1721,3336,1675148918.570004
50.1,1721,3336,1675148918.6697006
50.1,1721,3337,1675148918.7201674
50.1,1722,3337,1675148918.7696414
50.1,1722,3337,1675148918.8698766
50.1,1721,3335,1675148918.9699945
50.1,1721,3335,1675148919.0699725
50.1,1722,3336,1675148919.1699553
50.1,1721,3336,1675148919.219985
50.1,1722,3336,1675148919.2698011
50.1,1722,3336,1675148919.3198075
50.1,1721,3336,1675148919.369923
50.1,1721,3335,1675148919.4699492
50.1,1722,3337,1675148919.5698678
50.1,1721,3335,1675148919.669945
50.1,1722,3337,1675148919.7199204
50.1,1721,3335,1675148919.769789
50.1,1721,3336,1675148919.8699021
50.1,1722,3336,1675148919.9699833
50.1,1720,3336,1675148920.0696678
50.1,1721,3337,1675148920.1198559
50.1,1721,3333,1675148920.169849
50.1,1721,3338,1675148920.219801
