header.stamp.sec,header.stamp.nanosec,Time,header.frame_id,velocity
0,0,1675820759.8554678,,-93.0
0,0,1675820759.8654861,,-93.0
0,0,1675820759.8754985,,-93.0
0,0,1675820759.9000437,,-93.0
0,0,1675820760.1179078,,-94.0
0,0,1675820760.1367338,,-94.0
0,0,1675820760.1467462,,-94.0
0,0,1675820760.3604043,,-95.0
0,0,1675820760.3788247,,-95.0
0,0,1675820760.3876379,,-95.0
0,0,1675820760.604896,,-96.0
0,0,1675820760.613862,,-96.0
0,0,1675820760.6259663,,-96.0
0,0,1675820760.6439564,,-96.0
0,0,1675820760.8529608,,-96.0
0,0,1675820760.8619056,,-96.0
0,0,1675820760.8719053,,-97.0
0,0,1675820760.895934,,-97.0
0,0,1675820761.1141446,,-97.0
0,0,1675820761.1340532,,-97.0
0,0,1675820761.1432056,,-97.0
0,0,1675820761.3572433,,-97.0
0,0,1675820761.366223,,-97.0
0,0,1675820761.376222,,-97.0
0,0,1675820761.396218,,-97.0
0,0,1675820761.623833,,-97.0
0,0,1675820761.6425614,,-97.0
0,0,1675820761.8583786,,-97.0
0,0,1675820761.8782213,,-97.0
0,0,1675820762.0942812,,-97.0
0,0,1675820762.1033463,,-97.0
0,0,1675820762.1132922,,-97.0
0,0,1675820762.132214,,-97.0
0,0,1675820762.3533537,,-568.0
0,0,1675820762.3623414,,-603.0
0,0,1675820762.3718264,,-643.0
0,0,1675820762.602514,,-2146.0
0,0,1675820762.6218219,,-2313.0
0,0,1675820762.6418138,,-2491.0
0,0,1675820762.8542612,,-4644.0
0,0,1675820762.863278,,-4693.0
0,0,1675820762.8823187,,-4808.0
0,0,1675820762.8918023,,-4874.0
0,0,1675820763.0982656,,-6274.0
0,0,1675820763.1073043,,-6309.0
0,0,1675820763.117377,,-6345.0
0,0,1675820763.1272576,,-6377.0
0,0,1675820763.1362476,,-6407.0
0,0,1675820763.3452632,,-6806.0
0,0,1675820763.3542328,,-6806.0
0,0,1675820763.3723412,,-6807.0
0,0,1675820763.3819122,,-6807.0
0,0,1675820763.5984428,,-6821.0
0,0,1675820763.6074982,,-6821.0
0,0,1675820763.617576,,-6821.0
0,0,1675820763.6272995,,-6821.0
0,0,1675820763.6362524,,-6821.0
0,0,1675820763.858282,,-6820.0
0,0,1675820763.8792489,,-6820.0
0,0,1675820764.098269,,-6820.0
0,0,1675820764.1072712,,-6820.0
0,0,1675820764.11828,,-6820.0
0,0,1675820764.1282678,,-6820.0
0,0,1675820764.1373458,,-6820.0
0,0,1675820764.3452907,,-6820.0
0,0,1675820764.3542228,,-6819.0
0,0,1675820764.3632712,,-6819.0
0,0,1675820764.3746777,,-6819.0
0,0,1675820764.598289,,-6819.0
0,0,1675820764.6072497,,-6819.0
0,0,1675820764.6172593,,-6819.0
0,0,1675820764.637214,,-6819.0
0,0,1675820764.8584754,,-6818.0
0,0,1675820764.8684251,,-6818.0
0,0,1675820764.8793726,,-6818.0
0,0,1675820764.8879366,,-6818.0
0,0,1675820765.0949829,,-6818.0
0,0,1675820765.1131072,,-6818.0
0,0,1675820765.1332839,,-6817.0
0,0,1675820765.3453567,,-6817.0
0,0,1675820765.3543334,,-6817.0
0,0,1675820765.363371,,-6816.0
0,0,1675820765.373791,,-6816.0
0,0,1675820765.6026034,,-6815.0
0,0,1675820765.6126523,,-6815.0
0,0,1675820765.6224866,,-6815.0
0,0,1675820765.642102,,-6815.0
0,0,1675820765.863756,,-6813.0
0,0,1675820765.8836856,,-6813.0
0,0,1675820765.892821,,-6813.0
0,0,1675820766.0983708,,-6810.0
0,0,1675820766.116414,,-6810.0
0,0,1675820766.1273751,,-6810.0
0,0,1675820766.1363277,,-6810.0
0,0,1675820766.3448324,,-6810.0
0,0,1675820766.3542714,,-6810.0
0,0,1675820766.3741994,,-6810.0
0,0,1675820766.5982447,,-6810.0
0,0,1675820766.6162572,,-6810.0
0,0,1675820766.6362305,,-6810.0
0,0,1675820766.8591783,,-6810.0
0,0,1675820766.868058,,-6810.0
0,0,1675820766.8791316,,-6810.0
0,0,1675820766.8881242,,-6810.0
0,0,1675820767.0981452,,-6810.0
0,0,1675820767.1072574,,-6810.0
