header.stamp.sec,header.stamp.nanosec,time,header.frame_id,drive.steering_angle,drive.steering_angle_velocity,drive.speed,drive.acceleration,drive.jerk
0,0,1675127539.6842031,,0.0,0.0,0.0,0.0,0.0
0,0,1675127539.785102,,0.0,0.0,0.0,0.0,0.0
0,0,1675127539.885003,,0.0,0.0,0.0,0.0,0.0
0,0,1675127539.9851449,,0.0,0.0,0.0,0.0,0.0
0,0,1675127540.0840106,,0.0,0.0,0.0,0.0,0.0
0,0,1675127540.1849945,,0.0,0.0,0.0,0.0,0.0
0,0,1675127540.285008,,0.0,0.0,0.0,0.0,0.0
0,0,1675127540.3850214,,0.0,0.0,0.0,0.0,0.0
0,0,1675127540.4849353,,0.0,0.0,0.0,0.0,0.0
0,0,1675127540.5850947,,0.0,0.0,0.0,0.0,0.0
0,0,1675127540.685006,,0.0,0.0,0.0,0.0,0.0
0,0,1675127540.785387,,0.0,0.0,0.0,0.0,0.0
0,0,1675127540.8839986,,0.0,0.0,0.0,0.0,0.0
0,0,1675127540.9854777,,0.0,0.0,0.0,0.0,0.0
0,0,1675127541.0847712,,0.0,0.0,0.0,0.0,0.0
0,0,1675127541.1851623,,0.0,0.0,0.0,0.0,0.0
0,0,1675127541.28504,,0.0,0.0,0.0,0.0,0.0
0,0,1675127541.384987,,0.0,0.0,0.0,0.0,0.0
0,0,1675127541.485211,,0.0,0.0,0.0,0.0,0.0
0,0,1675127541.5851264,,0.0,0.0,0.0,0.0,0.0
0,0,1675127541.685116,,0.0,0.0,0.0,0.0,0.0
0,0,1675127541.7851806,,0.0,0.0,0.0,0.0,0.0
0,0,1675127541.8850162,,0.0,0.0,0.0,0.0,0.0
0,0,1675127541.9850807,,0.0,0.0,0.0,0.0,0.0
0,0,1675127542.0852132,,0.0,0.0,0.0,0.0,0.0
0,0,1675127542.185149,,0.0,0.0,0.0,0.0,0.0
0,0,1675127542.285276,,0.0,0.0,0.0,0.0,0.0
0,0,1675127542.3851242,,0.0,0.0,0.0,0.0,0.0
0,0,1675127542.485354,,0.0,0.0,0.0,0.0,0.0
0,0,1675127542.5852787,,0.0,0.0,0.0,0.0,0.0
0,0,1675127542.685202,,0.0,0.0,0.0,0.0,0.0
0,0,1675127542.785149,,0.0,0.0,0.0,0.0,0.0
0,0,1675127542.8850622,,0.0,0.0,0.0,0.0,0.0
0,0,1675127542.9848225,,0.0,0.0,0.0,0.0,0.0
0,0,1675127543.0847785,,0.0,0.0,0.0,0.0,0.0
0,0,1675127543.184623,,0.0,0.0,0.0,0.0,0.0
0,0,1675127543.2852917,,0.0,0.0,0.0,0.0,0.0
0,0,1675127543.3852816,,0.0,0.0,0.0,0.0,0.0
0,0,1675127543.4854624,,0.0,0.0,0.0,0.0,0.0
0,0,1675127543.5852723,,0.0,0.0,0.0,0.0,0.0
0,0,1675127543.6851707,,0.0,0.0,0.0,0.0,0.0
0,0,1675127543.7851887,,0.0,0.0,0.0,0.0,0.0
0,0,1675127543.8852353,,0.0,0.0,0.0,0.0,0.0
0,0,1675127543.9854066,,0.0,0.0,0.0,0.0,0.0
0,0,1675127544.0847437,,0.0,0.0,0.0,0.0,0.0
0,0,1675127544.1855083,,60.0,0.0,0.0,0.0,0.0
0,0,1675127544.285232,,60.0,0.0,0.0,0.0,0.0
0,0,1675127544.3851821,,60.0,0.0,0.0,0.0,0.0
0,0,1675127544.4853747,,60.0,0.0,0.0,0.0,0.0
0,0,1675127544.5851226,,60.0,0.0,0.0,0.0,0.0
0,0,1675127544.6852176,,60.0,0.0,0.0,0.0,0.0
0,0,1675127544.7851832,,60.0,0.0,0.0,0.0,0.0
0,0,1675127544.885304,,60.0,0.0,0.0,0.0,0.0
0,0,1675127544.9852707,,60.0,0.0,0.0,0.0,0.0
0,0,1675127545.0842922,,60.0,0.0,0.0,0.0,0.0
0,0,1675127545.1850312,,60.0,0.0,0.0,0.0,0.0
0,0,1675127545.284666,,60.0,0.0,0.0,0.0,0.0
0,0,1675127545.3850327,,60.0,0.0,0.0,0.0,0.0
0,0,1675127545.4853327,,60.0,0.0,0.0,0.0,0.0
0,0,1675127545.5850768,,60.0,0.0,0.0,0.0,0.0
0,0,1675127545.6851444,,60.0,0.0,0.0,0.0,0.0
0,0,1675127545.7853565,,60.0,0.0,0.0,0.0,0.0
0,0,1675127545.8852851,,60.0,0.0,0.0,0.0,0.0
0,0,1675127545.9852827,,60.0,0.0,0.0,0.0,0.0
0,0,1675127546.0853739,,60.0,0.0,0.0,0.0,0.0
0,0,1675127546.1853275,,60.0,0.0,0.0,0.0,0.0
0,0,1675127546.2851524,,60.0,0.0,0.0,0.0,0.0
0,0,1675127546.3847697,,60.0,0.0,0.0,0.0,0.0
0,0,1675127546.4852357,,60.0,0.0,0.0,0.0,0.0
0,0,1675127546.585244,,60.0,0.0,0.0,0.0,0.0
0,0,1675127546.6850896,,60.0,0.0,0.0,0.0,0.0
0,0,1675127546.7852774,,60.0,0.0,0.0,0.0,0.0
0,0,1675127546.8851411,,60.0,0.0,0.0,0.0,0.0
0,0,1675127546.9851103,,60.0,0.0,0.0,0.0,0.0
0,0,1675127547.0852637,,60.0,0.0,0.0,0.0,0.0
0,0,1675127547.1851027,,60.0,0.0,0.0,0.0,0.0
0,0,1675127547.2852123,,60.0,0.0,0.0,0.0,0.0
0,0,1675127547.3852127,,60.0,0.0,0.0,0.0,0.0
0,0,1675127547.4852846,,60.0,0.0,0.0,0.0,0.0
0,0,1675127547.585212,,60.0,0.0,0.0,0.0,0.0
0,0,1675127547.685149,,60.0,0.0,0.0,0.0,0.0
