header.stamp.sec,header.stamp.nanosec,time,header.frame_id,drive.steering_angle,drive.steering_angle_velocity,drive.speed,drive.acceleration,drive.jerk
0,0,1675124253.7246857,,0.0,0.0,0.0,0.0,0.0
0,0,1675124253.8251855,,0.0,0.0,0.0,0.0,0.0
0,0,1675124253.9254596,,0.0,0.0,0.0,0.0,0.0
0,0,1675124254.0252833,,0.0,0.0,0.0,0.0,0.0
0,0,1675124254.1242595,,0.0,0.0,0.0,0.0,0.0
0,0,1675124254.2249055,,0.0,0.0,0.0,0.0,0.0
0,0,1675124254.3250124,,0.0,0.0,0.0,0.0,0.0
0,0,1675124254.4252985,,0.0,0.0,0.0,0.0,0.0
0,0,1675124254.5251856,,0.0,0.0,0.0,0.0,0.0
0,0,1675124254.6251817,,0.0,0.0,0.0,0.0,0.0
0,0,1675124254.7251241,,0.0,0.0,0.0,0.0,0.0
0,0,1675124254.8255632,,0.0,0.0,0.0,0.0,0.0
0,0,1675124254.9243703,,0.0,0.0,0.0,0.0,0.0
0,0,1675124255.0251725,,0.0,0.0,0.0,0.0,0.0
0,0,1675124255.1255062,,0.0,0.0,0.0,0.0,0.0
0,0,1675124255.2253287,,0.0,0.0,0.0,0.0,0.0
0,0,1675124255.3253958,,0.0,0.0,0.0,0.0,0.0
0,0,1675124255.425534,,0.0,0.0,0.0,0.0,0.0
0,0,1675124255.5251644,,0.0,0.0,0.0,0.0,0.0
0,0,1675124255.625225,,0.0,0.0,0.0,0.0,0.0
0,0,1675124255.7253408,,0.0,0.0,0.0,0.0,0.0
0,0,1675124255.8254137,,0.0,0.0,0.0,0.0,0.0
0,0,1675124255.9254825,,0.0,0.0,0.0,0.0,0.0
0,0,1675124256.025324,,0.0,0.0,0.0,0.0,0.0
0,0,1675124256.1252964,,0.0,0.0,0.0,0.0,0.0
0,0,1675124256.224849,,0.0,0.0,0.0,0.0,0.0
0,0,1675124256.3251624,,0.0,0.0,0.0,0.0,0.0
0,0,1675124256.4255831,,0.0,0.0,0.0,0.0,0.0
0,0,1675124256.5253687,,0.0,0.0,0.0,0.0,0.0
0,0,1675124256.6251698,,0.0,0.0,0.0,0.0,0.0
0,0,1675124256.7253132,,0.0,0.0,0.0,0.0,0.0
0,0,1675124256.8253512,,0.0,0.0,0.0,0.0,0.0
0,0,1675124256.9255512,,0.0,0.0,0.0,0.0,0.0
