steering_angle,adc_0,adc_1,time
-0.2,2283,2761,1675230934.6978276
-0.2,2283,2763,1675230934.7482338
-0.2,2282,2758,1675230934.8483438
-0.1,2280,2760,1675230934.8982987
-0.1,2278,2758,1675230934.948249
-0.2,2282,2761,1675230934.9983797
-0.1,2278,2757,1675230935.0984712
-0.1,2282,2765,1675230935.148153
-0.1,2280,2760,1675230935.1978178
-0.2,2278,2760,1675230935.2482357
-0.1,2283,2761,1675230935.2982304
-0.2,2282,2763,1675230935.348307
-0.2,2280,2758,1675230935.3977592
-0.2,2283,2765,1675230935.4483993
-0.2,2280,2760,1675230935.498347
-0.1,2281,2760,1675230935.5483613
-0.1,2282,2762,1675230935.5983608
-0.1,2283,2763,1675230935.6483035
-0.1,2281,2762,1675230935.698293
-0.1,2278,2758,1675230935.7483323
-0.1,2280,2762,1675230935.8485606
-0.1,2285,2763,1675230935.898336
-0.1,2285,2763,1675230935.948428
-0.2,2283,2762,1675230935.9983268
-0.2,2281,2758,1675230936.048362
-0.1,2281,2762,1675230936.098336
-0.1,2281,2761,1675230936.1483655
-0.1,2282,2761,1675230936.1984653
-0.1,2278,2758,1675230936.2483444
-0.2,2281,2762,1675230936.3485045
-0.2,2280,2760,1675230936.3983717
-0.2,2280,2758,1675230936.4483428
-0.1,2280,2760,1675230936.4982915
-0.2,2280,2758,1675230936.5978072
-0.2,2281,2760,1675230936.6478384
-0.2,2280,2760,1675230936.69829
-0.2,2282,2761,1675230936.748313
-0.1,2280,2758,1675230936.798341
-0.2,2282,2760,1675230936.8483615
-0.1,2281,2760,1675230936.8983085
-0.1,2277,2757,1675230936.9483564
-0.1,2280,2760,1675230936.9982948
-0.1,2278,2758,1675230937.0983238
-0.2,2281,2760,1675230937.148306
-0.1,2280,2760,1675230937.198282
-0.1,2283,2762,1675230937.2483008
-0.1,2283,2763,1675230937.2982833
-0.1,2281,2761,1675230937.3483596
-0.1,2280,2760,1675230937.398397
-0.2,2278,2757,1675230937.4483004
-0.1,2281,2763,1675230937.498321
-0.1,2286,2766,1675230937.5984354
-0.1,2281,2760,1675230937.648452
-0.2,2281,2761,1675230937.6983025
-0.2,2280,2757,1675230937.748542
-0.2,2281,2761,1675230937.798459
-0.2,2282,2761,1675230937.8483284
-0.2,2283,2763,1675230937.8983192
-0.2,2281,2762,1675230937.9483817
-0.2,2280,2758,1675230937.9977548
-0.2,2283,2762,1675230938.0483487
-0.1,2278,2758,1675230938.098478
-0.1,2281,2763,1675230938.148318
-0.1,2281,2762,1675230938.1982682
-0.1,2280,2758,1675230938.2483
-0.2,2278,2757,1675230938.2983105
-0.2,2280,2760,1675230938.3483841
-0.2,2280,2758,1675230938.398372
-0.2,2282,2762,1675230938.4482849
-0.1,2282,2761,1675230938.4983194
-0.1,2283,2762,1675230938.5482936
-0.2,2278,2758,1675230938.5983288
-0.2,2281,2760,1675230938.6483295
-0.2,2281,2761,1675230938.6982615
-0.2,2281,2758,1675230938.7483253
-0.2,2283,2763,1675230938.7983024
-0.2,2281,2761,1675230938.848311
-0.2,2278,2758,1675230938.8982966
-0.2,2278,2757,1675230938.9483988
-0.1,2281,2760,1675230938.9985933
-0.2,2280,2757,1675230939.048469
-0.2,2283,2762,1675230939.098337
-0.2,2280,2760,1675230939.148419
-0.2,2278,2758,1675230939.1983593
-0.2,2283,2762,1675230939.248616
-0.2,2280,2760,1675230939.2985175
-0.2,2280,2758,1675230939.3485355
-0.2,2283,2762,1675230939.3986087
-0.2,2282,2762,1675230939.4478114
-0.1,2280,2761,1675230939.4984834
-0.1,2278,2758,1675230939.5484264
-0.1,2281,2763,1675230939.598522
-0.1,2281,2760,1675230939.6483269
-0.2,2282,2762,1675230939.6983695
-0.2,2280,2760,1675230939.748297
-0.2,2283,2762,1675230939.7983303
-0.1,2282,2763,1675230939.8483455
-0.1,2285,2763,1675230939.8983393
-0.1,2282,2760,1675230939.9483664
-0.2,2282,2760,1675230939.9983397
-0.2,2283,2762,1675230940.0484
-0.2,2281,2760,1675230940.0983574
-0.1,2283,2763,1675230940.1483715
-0.1,2282,2761,1675230940.198337
-0.1,2282,2761,1675230940.2483065
-0.2,2278,2756,1675230940.2982764
-0.2,2281,2758,1675230940.3483555
-0.2,2280,2760,1675230940.3983293
-0.2,2282,2762,1675230940.448433
-0.2,2281,2762,1675230940.498407
-0.2,2282,2762,1675230940.5484922
-0.2,2277,2756,1675230940.5983832
-0.1,2283,2761,1675230940.6485298
-0.1,2278,2758,1675230940.698508
-0.2,2280,2758,1675230940.7483566
-0.2,2283,2762,1675230940.7983437
-0.1,2280,2761,1675230940.8485177
-0.1,2280,2757,1675230940.898496
-0.1,2282,2761,1675230940.9482613
-0.1,2280,2758,1675230940.998283
-0.2,2285,2766,1675230941.0484462
-0.1,2282,2762,1675230941.098353
-0.1,2280,2760,1675230941.1483483
-0.2,2280,2758,1675230941.1983478
-0.2,2283,2762,1675230941.2482889
-0.2,2280,2761,1675230941.2983148
-0.2,2281,2758,1675230941.3483667
-0.1,2285,2765,1675230941.39836
-0.1,2281,2761,1675230941.4483566
-0.2,2281,2763,1675230941.4983594
-0.2,2280,2760,1675230941.5483832
-0.2,2285,2763,1675230941.59841
-0.2,2281,2760,1675230941.6485014
-0.2,2285,2765,1675230941.6985538
-0.2,2282,2761,1675230941.7485557
-0.2,2281,2760,1675230941.7984033
-0.2,2278,2760,1675230941.8485143
0.0,2272,2772,1675230941.8983805
0.6,2248,2790,1675230941.9483402
2.3,2221,2823,1675230941.9984286
8.2,2127,2907,1675230942.0984235
12.6,2067,2971,1675230942.1484342
17.9,1987,3043,1675230942.1984248
24.0,1905,3127,1675230942.2484357
31.4,1850,3197,1675230942.2983797
37.5,1796,3255,1675230942.3484476
42.4,1727,3308,1675230942.3983786
47.5,1677,3363,1675230942.4484506
52.9,1631,3411,1675230942.4984202
57.2,1601,3438,1675230942.5485213
60.0,1581,3461,1675230942.598538
62.6,1550,3495,1675230942.6484845
64.6,1535,3503,1675230942.6984475
66.5,1526,3511,1675230942.7483985
67.3,1527,3517,1675230942.798485
67.6,1525,3513,1675230942.848352
67.7,1526,3513,1675230942.8983648
67.6,1527,3515,1675230942.9483814
67.4,1542,3497,1675230942.9976735
66.6,1548,3488,1675230943.048099
65.7,1556,3487,1675230943.0984998
64.9,1575,3466,1675230943.1483366
63.6,1601,3441,1675230943.198328
61.4,1625,3420,1675230943.2484553
58.4,1635,3405,1675230943.348481
57.7,1655,3393,1675230943.3984065
56.4,1678,3360,1675230943.4484692
54.8,1685,3357,1675230943.4984736
53.7,1685,3355,1675230943.5484977
53.5,1686,3353,1675230943.5985606
53.3,1686,3350,1675230943.6485784
53.3,1687,3355,1675230943.6984532
53.3,1685,3355,1675230943.7483966
53.3,1685,3350,1675230943.798363
53.3,1687,3356,1675230943.8483145
53.3,1685,3351,1675230943.8983917
53.2,1686,3357,1675230943.948412
53.3,1686,3356,1675230943.9983974
53.3,1686,3353,1675230944.0484455
53.3,1683,3350,1675230944.098378
53.3,1677,3361,1675230944.1483645
53.8,1671,3367,1675230944.1983285
54.4,1670,3367,1675230944.2484126
54.7,1671,3370,1675230944.2984612
54.7,1668,3368,1675230944.348395
54.9,1662,3372,1675230944.3984876
55.3,1660,3371,1675230944.4484882
55.4,1662,3373,1675230944.4983912
55.4,1660,3373,1675230944.5484972
55.4,1663,3378,1675230944.5983663
55.4,1663,3377,1675230944.6483655
55.4,1662,3373,1675230944.6983454
55.4,1665,3380,1675230944.7485576
55.4,1662,3373,1675230944.7983472
55.4,1661,3373,1675230944.8485317
55.4,1663,3373,1675230944.8984315
55.4,1665,3377,1675230944.9484024
55.4,1665,3377,1675230944.9984224
55.4,1662,3372,1675230945.0484543
55.4,1663,3376,1675230945.0984163
55.4,1662,3375,1675230945.14841
55.4,1665,3376,1675230945.1983511
55.4,1665,3376,1675230945.248453
55.4,1662,3372,1675230945.348479
55.3,1667,3373,1675230945.3983817
55.0,1671,3367,1675230945.4485373
54.7,1671,3362,1675230945.49854
54.6,1673,3370,1675230945.5484722
54.6,1670,3362,1675230945.598594
54.5,1680,3362,1675230945.6483936
54.0,1687,3355,1675230945.698407
53.6,1687,3356,1675230945.7484314
53.3,1687,3351,1675230945.848643
53.2,1690,3348,1675230945.8983986
53.0,1691,3347,1675230945.9484718
52.9,1693,3351,1675230945.9984193
52.8,1691,3346,1675230946.048445
52.8,1690,3343,1675230946.0984192
52.8,1692,3347,1675230946.1984925
52.8,1693,3348,1675230946.2479746
52.8,1692,3350,1675230946.2983704
52.7,1692,3347,1675230946.3484654
52.7,1691,3345,1675230946.3984034
52.7,1695,3351,1675230946.4485936
52.7,1692,3347,1675230946.4983819
52.7,1693,3347,1675230946.598351
52.6,1698,3342,1675230946.6485913
52.3,1700,3343,1675230946.6985638
52.2,1697,3336,1675230946.7484653
52.1,1701,3347,1675230946.7985578
52.1,1698,3338,1675230946.8485146
52.1,1700,3342,1675230946.898444
52.1,1700,3340,1675230946.9484649
52.1,1698,3341,1675230946.9984467
52.1,1698,3341,1675230947.048501
52.1,1701,3343,1675230947.0984662
52.1,1700,3341,1675230947.148558
52.1,1698,3337,1675230947.1984618
52.1,1698,3341,1675230947.2483904
52.1,1697,3338,1675230947.2985902
52.1,1700,3342,1675230947.348479
52.1,1700,3340,1675230947.3983963
52.1,1697,3338,1675230947.4484816
52.1,1698,3338,1675230947.4984093
52.1,1700,3342,1675230947.5483425
52.1,1697,3337,1675230947.5983977
52.1,1698,3338,1675230947.6483462
52.1,1697,3337,1675230947.6984227
52.1,1698,3340,1675230947.7484262
52.1,1698,3337,1675230947.7983606
52.1,1698,3337,1675230947.8484547
52.0,1705,3336,1675230947.8983142
51.8,1705,3331,1675230947.9485872
51.5,1706,3331,1675230947.997778
51.4,1706,3331,1675230948.0480046
51.4,1707,3331,1675230948.0983706
51.4,1706,3328,1675230948.148399
51.4,1708,3335,1675230948.1983862
51.3,1708,3335,1675230948.2484183
51.3,1706,3328,1675230948.298475
51.3,1706,3330,1675230948.3485792
51.3,1708,3332,1675230948.3984783
51.3,1706,3330,1675230948.4485748
51.3,1708,3333,1675230948.498477
51.3,1708,3333,1675230948.5484147
51.3,1708,3331,1675230948.5985372
51.3,1705,3328,1675230948.6484532
51.3,1708,3332,1675230948.698403
51.3,1707,3332,1675230948.7485797
51.3,1706,3330,1675230948.79852
51.3,1707,3332,1675230948.8485181
51.3,1706,3333,1675230948.8984394
51.4,1706,3330,1675230948.9484973
51.3,1710,3338,1675230948.9985466
51.3,1707,3332,1675230949.0486865
51.3,1707,3335,1675230949.0984454
51.3,1706,3330,1675230949.1484976
51.4,1708,3337,1675230949.1984591
51.4,1707,3331,1675230949.2484093
51.4,1711,3340,1675230949.29834
51.3,1708,3335,1675230949.3485265
51.3,1707,3332,1675230949.398447
51.3,1707,3330,1675230949.4484715
51.3,1708,3335,1675230949.498364
51.3,1706,3330,1675230949.5484502
51.3,1710,3335,1675230949.5983794
51.4,1708,3337,1675230949.6483765
51.3,1706,3332,1675230949.6984372
51.3,1707,3333,1675230949.7484877
51.3,1710,3335,1675230949.848629
51.3,1707,3328,1675230949.8984377
51.3,1711,3338,1675230949.9485073
51.3,1707,3330,1675230949.9985063
51.3,1710,3333,1675230950.0484712
51.3,1710,3332,1675230950.0984752
51.2,1716,3328,1675230950.1484632
51.0,1713,3321,1675230950.1984558
50.6,1718,3328,1675230950.2484398
50.6,1715,3320,1675230950.2983887
50.6,1717,3325,1675230950.3484333
50.5,1717,3325,1675230950.398367
50.5,1716,3321,1675230950.4484591
50.5,1716,3322,1675230950.4984155
50.5,1717,3322,1675230950.5484934
50.5,1716,3321,1675230950.5984483
50.5,1716,3320,1675230950.6484244
50.5,1718,3323,1675230950.698559
50.5,1716,3322,1675230950.7485275
50.5,1716,3320,1675230950.798342
50.5,1715,3320,1675230950.848444
50.5,1717,3323,1675230950.8984349
50.5,1715,3321,1675230950.948416
50.5,1717,3326,1675230950.9983952
50.5,1717,3323,1675230951.0485616
50.5,1716,3321,1675230951.0984426
50.5,1720,3330,1675230951.1484747
50.5,1716,3322,1675230951.1983702
50.5,1716,3323,1675230951.2485263
50.5,1717,3322,1675230951.2984295
50.5,1717,3326,1675230951.3484519
50.5,1717,3323,1675230951.3984427
50.5,1717,3323,1675230951.4484155
50.5,1718,3328,1675230951.4983573
50.5,1715,3320,1675230951.5486825
50.5,1717,3325,1675230951.597956
50.5,1717,3325,1675230951.6479764
50.5,1717,3325,1675230951.6983762
50.5,1717,3323,1675230951.7484667
50.5,1716,3323,1675230951.8485029
50.5,1717,3322,1675230951.898411
50.5,1715,3322,1675230951.9483955
50.5,1717,3323,1675230951.99846
50.5,1716,3325,1675230952.048466
50.5,1717,3323,1675230952.0984457
50.5,1717,3327,1675230952.1483932
50.5,1715,3320,1675230952.1984031
50.5,1718,3325,1675230952.2483993
50.5,1718,3326,1675230952.3483613
50.5,1718,3325,1675230952.3983579
50.5,1716,3322,1675230952.448466
50.5,1715,3318,1675230952.4984434
50.5,1715,3322,1675230952.598435
50.5,1716,3321,1675230952.6485114
50.5,1717,3325,1675230952.698309
50.5,1717,3325,1675230952.748383
50.5,1716,3320,1675230952.798591
50.5,1713,3321,1675230952.8485537
50.5,1716,3322,1675230952.8984897
50.5,1716,3321,1675230952.94884
50.5,1717,3326,1675230952.9977503
50.5,1716,3326,1675230953.048233
50.5,1716,3322,1675230953.0984023
50.5,1716,3320,1675230953.1485868
50.5,1717,3323,1675230953.198529
50.5,1716,3322,1675230953.2484694
50.5,1715,3322,1675230953.2985306
50.5,1717,3325,1675230953.3486216
50.5,1717,3323,1675230953.3981094
50.5,1716,3321,1675230953.4478977
50.5,1718,3328,1675230953.497892
50.5,1717,3325,1675230953.5984046
50.5,1716,3323,1675230953.6484199
50.5,1717,3326,1675230953.6982882
50.5,1717,3322,1675230953.7484055
50.5,1720,3330,1675230953.798567
50.5,1716,3323,1675230953.8486881
50.5,1717,3325,1675230953.8984241
50.5,1716,3322,1675230953.948464
50.5,1717,3323,1675230953.9983687
50.5,1718,3323,1675230954.0985358
50.5,1717,3327,1675230954.14838
50.5,1715,3320,1675230954.1983767
50.5,1716,3326,1675230954.2483602
50.5,1715,3321,1675230954.298603
50.5,1717,3326,1675230954.3483977
50.5,1716,3322,1675230954.398406
50.5,1720,3330,1675230954.4484985
50.5,1713,3321,1675230954.498361
50.5,1715,3322,1675230954.5984647
50.5,1716,3323,1675230954.6484873
50.5,1717,3322,1675230954.6983984
