header.stamp.sec,header.stamp.nanosec,Time,header.frame_id,velocity
0,0,1675827448.3271644,,5240.0
0,0,1675827448.3355289,,5240.0
0,0,1675827448.345508,,5240.0
0,0,1675827448.3545337,,5240.0
0,0,1675827448.5744228,,5239.0
0,0,1675827448.5844953,,5239.0
0,0,1675827448.5945158,,5239.0
0,0,1675827448.6144855,,5239.0
0,0,1675827448.8255045,,5239.0
0,0,1675827448.8345032,,5239.0
0,0,1675827448.8455162,,5239.0
0,0,1675827448.8555267,,5239.0
0,0,1675827449.063438,,5239.0
0,0,1675827449.082478,,5239.0
0,0,1675827449.1004431,,5239.0
0,0,1675827449.3255076,,5239.0
0,0,1675827449.3465605,,5239.0
0,0,1675827449.3555202,,5239.0
0,0,1675827449.366493,,5239.0
0,0,1675827449.574579,,5239.0
0,0,1675827449.5946565,,5239.0
0,0,1675827449.6135252,,5239.0
0,0,1675827449.8255818,,5240.0
0,0,1675827449.8336022,,5240.0
0,0,1675827449.8448389,,5239.0
0,0,1675827449.8545165,,5239.0
0,0,1675827450.0634906,,4825.0
0,0,1675827450.0725038,,4785.0
0,0,1675827450.1064115,,4622.0
0,0,1675827450.3256202,,3026.0
0,0,1675827450.3355072,,2933.0
0,0,1675827450.358448,,2733.0
0,0,1675827450.3675418,,2644.0
0,0,1675827450.574531,,1022.0
0,0,1675827450.584577,,960.0
0,0,1675827450.5955112,,882.0
0,0,1675827450.6145556,,774.0
0,0,1675827450.8355503,,175.0
0,0,1675827450.845508,,167.0
0,0,1675827450.855532,,161.0
0,0,1675827450.8655765,,159.0
0,0,1675827451.0635765,,145.0
0,0,1675827451.073551,,145.0
0,0,1675827451.110568,,144.0
0,0,1675827451.33568,,143.0
0,0,1675827451.3555837,,143.0
0,0,1675827451.3665237,,143.0
0,0,1675827451.5746903,,142.0
0,0,1675827451.5836015,,142.0
0,0,1675827451.5935597,,142.0
0,0,1675827451.6135664,,142.0
0,0,1675827451.8256617,,141.0
0,0,1675827451.833736,,141.0
0,0,1675827451.854499,,141.0
0,0,1675827452.0634992,,141.0
0,0,1675827452.0984647,,141.0
0,0,1675827452.1064095,,141.0
0,0,1675827452.333606,,141.0
0,0,1675827452.3545275,,141.0
0,0,1675827452.3645427,,141.0
0,0,1675827452.5744848,,140.0
0,0,1675827452.5945063,,140.0
0,0,1675827452.6055055,,140.0
0,0,1675827452.6155124,,140.0
0,0,1675827452.8255422,,140.0
0,0,1675827452.8354862,,140.0
0,0,1675827452.8545225,,140.0
0,0,1675827453.0635753,,140.0
0,0,1675827453.0735319,,140.0
0,0,1675827453.0985253,,140.0
0,0,1675827453.1074834,,140.0
0,0,1675827453.325535,,140.0
0,0,1675827453.3355317,,140.0
0,0,1675827453.346458,,140.0
0,0,1675827453.355502,,140.0
0,0,1675827453.3664606,,140.0
0,0,1675827453.5744863,,140.0
0,0,1675827453.5945146,,140.0
0,0,1675827453.6155236,,140.0
0,0,1675827453.8347344,,140.0
0,0,1675827453.8468435,,140.0
0,0,1675827453.8565943,,140.0
0,0,1675827454.0637496,,140.0
0,0,1675827454.072845,,140.0
0,0,1675827454.0810413,,140.0
0,0,1675827454.0969126,,140.0
0,0,1675827454.1068835,,140.0
0,0,1675827454.3336954,,141.0
0,0,1675827454.3535755,,141.0
0,0,1675827454.3636048,,141.0
0,0,1675827454.5746708,,141.0
0,0,1675827454.584532,,141.0
0,0,1675827454.593611,,141.0
0,0,1675827454.613545,,141.0
0,0,1675827454.8346505,,141.0
0,0,1675827454.846537,,141.0
0,0,1675827454.8564506,,141.0
0,0,1675827454.8664858,,140.0
0,0,1675827455.063586,,-436.0
0,0,1675827455.0815725,,-482.0
0,0,1675827455.0978956,,-518.0
0,0,1675827455.10793,,-546.0
0,0,1675827455.3336794,,-2143.0
0,0,1675827455.3436935,,-2225.0
0,0,1675827455.3536377,,-2307.0
0,0,1675827455.5748155,,-3611.0
0,0,1675827455.5836103,,-3660.0
0,0,1675827455.5936248,,-3714.0
0,0,1675827455.6126661,,-3800.0
0,0,1675827455.8336577,,-4066.0
0,0,1675827455.8536725,,-4066.0
0,0,1675827455.8638453,,-4066.0
0,0,1675827456.0635934,,-4066.0
0,0,1675827456.0735652,,-4066.0
0,0,1675827456.1065884,,-4066.0
0,0,1675827456.3337233,,-4066.0
0,0,1675827456.3536875,,-4066.0
0,0,1675827456.3636644,,-4066.0
0,0,1675827456.5738432,,-4065.0
0,0,1675827456.5839672,,-4065.0
0,0,1675827456.5938587,,-4065.0
0,0,1675827456.603952,,-4065.0
