steering_angle,adc_0,adc_1,Time
-45.4,2783,2201,1675827448.256858
-45.4,2785,2207,1675827448.3070958
-45.4,2778,2200,1675827448.3574095
-45.4,2795,2212,1675827448.4074197
-45.4,2790,2208,1675827448.4573865
-45.4,2787,2205,1675827448.5073676
-45.4,2782,2207,1675827448.5573142
-45.4,2788,2208,1675827448.6073647
-45.4,2792,2213,1675827448.657388
-45.4,2778,2201,1675827448.707388
-45.4,2788,2211,1675827448.7568314
-45.6,2781,2205,1675827448.8074236
-45.6,2787,2206,1675827448.857351
-45.4,2781,2202,1675827448.9074266
-45.4,2780,2201,1675827448.9573996
-45.4,2781,2203,1675827449.0074403
-45.4,2788,2210,1675827449.0573761
-45.4,2786,2203,1675827449.1074657
-45.4,2788,2208,1675827449.1573632
-45.4,2781,2205,1675827449.2074418
-45.4,2781,2203,1675827449.2574196
-45.6,2795,2215,1675827449.3073568
-45.4,2786,2210,1675827449.3574107
-45.4,2788,2210,1675827449.407377
-45.4,2780,2200,1675827449.4574876
-45.4,2791,2212,1675827449.5075486
-45.4,2780,2205,1675827449.557385
-45.4,2781,2201,1675827449.60749
-45.4,2785,2207,1675827449.6573756
-45.6,2782,2206,1675827449.70739
-45.4,2788,2208,1675827449.7574108
-45.4,2778,2202,1675827449.8074467
-45.4,2786,2202,1675827449.8574204
-45.4,2781,2203,1675827449.9074457
-45.4,2780,2202,1675827449.9573507
-45.4,2781,2201,1675827450.0074487
-45.4,2786,2206,1675827450.0574348
-45.4,2781,2205,1675827450.107437
-45.4,2773,2206,1675827450.157386
-44.9,2761,2232,1675827450.2073798
-43.2,2722,2281,1675827450.2574022
-40.2,2666,2325,1675827450.3074346
-35.7,2600,2378,1675827450.3574219
-30.8,2562,2452,1675827450.4074383
-25.4,2492,2496,1675827450.4574008
-20.6,2442,2550,1675827450.5074365
-15.5,2385,2598,1675827450.5574079
-11.2,2347,2646,1675827450.607466
-7.4,2321,2675,1675827450.6574411
-4.6,2308,2673,1675827450.7074666
-3.0,2282,2705,1675827450.757402
-1.2,2261,2726,1675827450.8075554
0.4,2265,2735,1675827450.8573608
1.3,2266,2738,1675827450.9074183
1.4,2266,2737,1675827450.9574392
1.4,2257,2730,1675827451.007391
1.4,2257,2728,1675827451.0574267
1.4,2260,2735,1675827451.1074543
1.4,2258,2726,1675827451.1574168
1.5,2260,2730,1675827451.2074432
1.5,2261,2730,1675827451.2574184
1.4,2262,2733,1675827451.30746
1.4,2260,2726,1675827451.3573213
1.4,2268,2741,1675827451.4074538
1.4,2267,2740,1675827451.4573803
1.4,2266,2736,1675827451.507414
1.4,2258,2731,1675827451.5574005
1.4,2271,2741,1675827451.6074278
1.4,2265,2742,1675827451.6574247
1.4,2258,2728,1675827451.7073972
1.4,2263,2737,1675827451.7573743
1.4,2261,2735,1675827451.8073523
1.4,2267,2738,1675827451.857445
1.4,2258,2728,1675827451.9073825
1.4,2262,2732,1675827451.9574013
1.4,2260,2731,1675827452.0074165
1.4,2261,2735,1675827452.0574596
1.4,2262,2730,1675827452.107462
1.4,2266,2736,1675827452.1573822
1.4,2260,2730,1675827452.2074137
1.4,2260,2728,1675827452.2573934
1.4,2266,2737,1675827452.3074026
1.4,2266,2741,1675827452.357423
1.4,2261,2735,1675827452.4074576
1.4,2258,2728,1675827452.4574153
1.5,2271,2746,1675827452.5074039
1.5,2260,2732,1675827452.5574255
1.4,2266,2733,1675827452.607366
1.4,2258,2732,1675827452.657359
1.4,2260,2728,1675827452.7074308
1.4,2265,2738,1675827452.7574406
1.4,2257,2728,1675827452.807392
1.4,2270,2741,1675827452.8574507
1.4,2260,2728,1675827452.9074097
1.4,2263,2733,1675827452.9574213
1.4,2263,2733,1675827453.0074263
1.4,2267,2735,1675827453.0574162
1.4,2258,2727,1675827453.1077788
1.4,2260,2731,1675827453.1573489
1.4,2267,2738,1675827453.2074218
1.4,2266,2737,1675827453.2573617
1.4,2260,2730,1675827453.3074315
1.4,2260,2728,1675827453.3573725
1.4,2265,2741,1675827453.4074605
1.4,2260,2735,1675827453.4573588
1.4,2266,2737,1675827453.507423
1.4,2258,2730,1675827453.557388
1.4,2266,2735,1675827453.6074247
1.4,2261,2733,1675827453.6573894
1.4,2260,2727,1675827453.7075899
1.4,2268,2743,1675827453.7568505
1.4,2257,2730,1675827453.8075368
1.4,2267,2737,1675827453.8577032
1.4,2266,2736,1675827453.9075162
1.4,2258,2728,1675827453.9575157
1.4,2261,2731,1675827454.0075343
1.4,2257,2727,1675827454.057511
1.4,2262,2736,1675827454.106997
1.4,2265,2738,1675827454.1574972
1.4,2261,2728,1675827454.2075465
1.4,2260,2730,1675827454.2574909
1.4,2261,2733,1675827454.3075304
1.4,2258,2727,1675827454.3575397
1.4,2267,2740,1675827454.40752
1.4,2267,2737,1675827454.457447
1.4,2266,2736,1675827454.5075245
1.4,2260,2732,1675827454.5574923
1.4,2268,2741,1675827454.6074917
1.4,2265,2741,1675827454.6574905
1.4,2257,2728,1675827454.7075243
1.4,2266,2737,1675827454.7574637
1.4,2258,2730,1675827454.8075283
1.4,2265,2732,1675827454.8574612
1.4,2257,2730,1675827454.9074945
1.4,2261,2732,1675827454.9574602
1.5,2241,2748,1675827455.0074875
3.2,2200,2790,1675827455.057487
5.5,2190,2815,1675827455.108374
8.1,2150,2855,1675827455.157595
11.2,2098,2890,1675827455.2076457
14.6,2070,2933,1675827455.257546
18.9,2010,2998,1675827455.307617
23.6,1940,3047,1675827455.3576126
28.5,1890,3111,1675827455.4075687
33.9,1841,3153,1675827455.45756
37.8,1820,3185,1675827455.5076141
40.7,1796,3202,1675827455.5576015
43.0,1761,3226,1675827455.607587
45.4,1757,3257,1675827455.6575587
46.9,1742,3251,1675827455.7074895
48.2,1728,3278,1675827455.757434
49.1,1728,3276,1675827455.8076417
49.7,1730,3282,1675827455.8575404
49.9,1721,3270,1675827455.9076464
49.9,1722,3265,1675827455.9575052
49.9,1723,3272,1675827456.0075126
49.9,1722,3268,1675827456.0574582
49.9,1722,3270,1675827456.1075866
49.9,1721,3263,1675827456.1576054
49.9,1722,3267,1675827456.2075648
49.9,1721,3271,1675827456.2573876
49.9,1725,3270,1675827456.307475
49.9,1723,3266,1675827456.3575554
49.9,1725,3280,1675827456.4076924
49.9,1723,3270,1675827456.4576983
49.9,1732,3286,1675827456.5076756
49.9,1727,3280,1675827456.557685
49.9,1725,3272,1675827456.607666
49.9,1728,3277,1675827456.6576955
49.9,1725,3278,1675827456.707674
49.9,1728,3283,1675827456.7576907
49.9,1722,3265,1675827456.80768
49.9,1726,3276,1675827456.8576977
49.9,1721,3268,1675827456.907637
49.9,1725,3268,1675827456.9576492
49.9,1721,3266,1675827457.007471
49.9,1725,3277,1675827457.0574844
49.9,1723,3272,1675827457.1075234
49.9,1721,3265,1675827457.1575093
49.9,1726,3271,1675827457.2075481
49.9,1727,3280,1675827457.2575474
49.9,1722,3271,1675827457.3075511
49.9,1728,3275,1675827457.3575335
49.9,1732,3290,1675827457.4074554
49.9,1726,3276,1675827457.4576955
49.9,1725,3276,1675827457.5077116
49.9,1721,3268,1675827457.5576558
49.9,1726,3275,1675827457.6078036
49.9,1726,3276,1675827457.6575077
49.9,1721,3268,1675827457.707538
49.9,1727,3276,1675827457.7575235
49.9,1723,3265,1675827457.8075404
49.9,1722,3268,1675827457.8575313
49.9,1722,3267,1675827457.907544
49.9,1725,3270,1675827457.9576385
49.9,1722,3270,1675827458.007765
49.9,1722,3268,1675827458.0576699
49.9,1727,3280,1675827458.1084473
49.9,1726,3276,1675827458.1574435
49.9,1722,3268,1675827458.207553
49.9,1721,3267,1675827458.257497
49.9,1725,3282,1675827458.3075225
49.9,1721,3267,1675827458.3575323
49.9,1726,3277,1675827458.407432
49.9,1725,3273,1675827458.457407
49.9,1725,3276,1675827458.5074515
49.9,1721,3271,1675827458.5574105
49.9,1722,3265,1675827458.6076128
49.9,1727,3281,1675827458.657483
49.9,1720,3268,1675827458.7074974
49.9,1728,3278,1675827458.7574925
49.9,1727,3275,1675827458.8075569
49.9,1723,3267,1675827458.8575644
49.9,1721,3270,1675827458.907583
49.9,1722,3267,1675827458.9574282
49.9,1725,3272,1675827459.0074575
49.9,1723,3275,1675827459.0575585
49.9,1721,3266,1675827459.1080968
49.9,1723,3267,1675827459.157397
49.9,1723,3268,1675827459.2074265
49.9,1721,3270,1675827459.2574506
49.9,1726,3276,1675827459.307438
49.9,1728,3278,1675827459.357443
49.9,1725,3276,1675827459.4074416
49.9,1721,3270,1675827459.4574454
49.9,1732,3290,1675827459.5074406
49.9,1723,3270,1675827459.5574462
49.9,1725,3270,1675827459.6075456
49.9,1721,3271,1675827459.6575058
49.9,1722,3265,1675827459.7074926
49.9,1725,3281,1675827459.757472
49.9,1723,3266,1675827459.8075542
49.9,1732,3285,1675827459.8576348
49.9,1720,3265,1675827459.9075475
49.9,1726,3275,1675827459.9575202
49.9,1730,3277,1675827460.007621
49.7,1728,3273,1675827460.0575233
49.5,1726,3260,1675827460.1076264
49.2,1738,3247,1675827460.1575212
48.5,1760,3240,1675827460.2075791
46.5,1801,3195,1675827460.2574518
43.6,1852,3142,1675827460.3075902
38.8,1923,3058,1675827460.3576124
33.3,2000,3000,1675827460.4074645
26.5,2083,2908,1675827460.4574053
19.5,2166,2842,1675827460.5075755
12.7,2220,2771,1675827460.5574923
6.2,2288,2705,1675827460.6075258
0.0,2366,2632,1675827460.65753
-5.8,2435,2561,1675827460.7075813
-12.6,2525,2488,1675827460.7574563
-19.0,2576,2406,1675827460.8075998
-25.4,2621,2373,1675827460.8577182
-29.1,2633,2356,1675827460.9075966
-32.7,2700,2286,1675827460.9575744
-35.8,2705,2278,1675827461.0076175
-39.0,2743,2238,1675827461.0575938
-40.9,2755,2232,1675827461.107644
-43.0,2771,2211,1675827461.1575396
-44.3,2785,2201,1675827461.207617
-45.2,2790,2207,1675827461.2575371
-45.6,2782,2205,1675827461.307647
-45.6,2782,2202,1675827461.3576007
-45.7,2800,2215,1675827461.4075706
-45.6,2791,2210,1675827461.4575214
-45.7,2790,2208,1675827461.5075989
-45.6,2780,2201,1675827461.5575278
-45.7,2791,2207,1675827461.6076322
-45.6,2785,2208,1675827461.6575963
-45.6,2778,2201,1675827461.7076228
-45.6,2791,2207,1675827461.7574914
-45.6,2781,2200,1675827461.8075798
-45.7,2790,2208,1675827461.8574536
-45.6,2780,2201,1675827461.907595
-45.6,2790,2203,1675827461.9575639
-45.6,2783,2201,1675827462.0076008
-45.6,2780,2201,1675827462.0577018
-45.6,2790,2206,1675827462.1074297
-45.6,2792,2207,1675827462.1575437
-45.6,2783,2202,1675827462.2075586
-45.6,2778,2201,1675827462.2575161
-45.6,2790,2211,1675827462.3076658
-45.6,2783,2203,1675827462.3576524
-45.6,2786,2206,1675827462.407692
-45.6,2782,2203,1675827462.457598
-45.6,2790,2208,1675827462.5076735
-45.6,2783,2202,1675827462.5575318
-45.6,2788,2205,1675827462.6076207
-45.6,2786,2206,1675827462.6574726
-45.6,2783,2201,1675827462.7076116
-45.6,2787,2208,1675827462.7575722
-45.6,2788,2206,1675827462.8076367
-45.6,2783,2203,1675827462.8575773
-45.6,2780,2198,1675827462.9076028
-45.6,2790,2207,1675827462.957509
-45.6,2791,2210,1675827463.0075972
-45.6,2785,2203,1675827463.0575683
-45.6,2780,2200,1675827463.1076157
-45.6,2797,2217,1675827463.1576219
-45.7,2786,2205,1675827463.2076912
-45.7,2780,2200,1675827463.257576
-45.6,2782,2201,1675827463.3076425
-45.6,2782,2201,1675827463.357622
-45.6,2783,2203,1675827463.4075704
-45.6,2782,2202,1675827463.4576018
-45.6,2791,2208,1675827463.5076172
-45.6,2783,2202,1675827463.557596
-45.6,2790,2208,1675827463.6076167
-45.6,2782,2201,1675827463.6575413
-45.6,2795,2210,1675827463.707739
-45.7,2793,2212,1675827463.75754
-45.7,2781,2201,1675827463.8076737
-45.7,2788,2208,1675827463.857571
-45.6,2786,2206,1675827463.9076111
-45.6,2791,2208,1675827463.9575353
-45.6,2780,2201,1675827464.007732
-45.6,2785,2203,1675827464.057605
-45.7,2782,2202,1675827464.1075194
-45.7,2782,2201,1675827464.1575923
-45.6,2782,2198,1675827464.2075317
-45.6,2787,2206,1675827464.2575877
-45.6,2781,2202,1675827464.3075707
-45.6,2796,2212,1675827464.3575122
-45.6,2791,2206,1675827464.40751
-45.6,2787,2206,1675827464.4576557
-45.6,2783,2205,1675827464.5076385
-45.6,2780,2198,1675827464.5575933
-45.7,2792,2213,1675827464.607545
-45.7,2782,2203,1675827464.6575155
-45.7,2790,2206,1675827464.7075353
-45.6,2782,2202,1675827464.757485
-45.6,2790,2207,1675827464.8075674
-45.6,2783,2202,1675827464.857601
-45.6,2783,2201,1675827464.9075415
-45.6,2790,2207,1675827464.9575562
-45.6,2781,2200,1675827465.0075364
-45.6,2788,2208,1675827465.0576215
-45.6,2790,2206,1675827465.107541
-45.6,2795,2218,1675827465.1575289
-45.1,2755,2228,1675827465.2075248
-43.4,2715,2273,1675827465.2575257
-40.3,2672,2327,1675827465.307559
-35.8,2603,2383,1675827465.3575757
-30.9,2542,2435,1675827465.407557
-25.4,2485,2496,1675827465.4575703
-20.5,2438,2548,1675827465.5075667
-15.5,2381,2600,1675827465.5575726
-11.1,2342,2642,1675827465.6077588
-7.1,2316,2675,1675827465.657102
-4.4,2308,2685,1675827465.7075186
-2.6,2272,2711,1675827465.7576272
-0.8,2267,2742,1675827465.807677
0.9,2265,2742,1675827465.8575995
1.5,2262,2741,1675827465.9075685
1.5,2258,2733,1675827465.9575224
1.5,2268,2745,1675827466.0075505
1.5,2263,2743,1675827466.057509
1.5,2256,2732,1675827466.1075704
1.5,2265,2740,1675827466.1575427
1.5,2258,2738,1675827466.207562
1.5,2262,2742,1675827466.2575295
1.5,2257,2730,1675827466.3074727
1.5,2265,2737,1675827466.3576343
1.5,2257,2733,1675827466.407513
1.5,2258,2731,1675827466.457521
1.5,2262,2735,1675827466.507582
1.5,2262,2740,1675827466.5575755
1.5,2257,2732,1675827466.6076882
1.5,2256,2732,1675827466.6576743
1.5,2265,2740,1675827466.7076595
1.5,2260,2737,1675827466.7576628
1.5,2256,2733,1675827466.8076348
1.5,2256,2731,1675827466.8575933
1.5,2262,2742,1675827466.9075556
1.7,2260,2733,1675827466.9576643
1.5,2262,2738,1675827467.007692
1.5,2263,2737,1675827467.0578754
1.5,2261,2737,1675827467.1076455
1.5,2258,2735,1675827467.1576984
1.5,2265,2736,1675827467.207728
1.5,2270,2751,1675827467.2576795
1.5,2257,2733,1675827467.3075092
1.5,2262,2740,1675827467.3585606
1.5,2261,2737,1675827467.4075418
1.5,2263,2740,1675827467.4575796
1.5,2256,2733,1675827467.5075815
1.5,2258,2736,1675827467.5575635
1.5,2257,2732,1675827467.6076362
1.5,2256,2733,1675827467.6575432
1.5,2260,2732,1675827467.7076523
1.5,2263,2738,1675827467.7575655
1.5,2255,2733,1675827467.8076231
1.5,2257,2731,1675827467.8587778
1.5,2266,2740,1675827467.907744
1.5,2261,2743,1675827467.9577026
1.5,2257,2736,1675827468.0077422
1.5,2258,2731,1675827468.057993
1.5,2263,2745,1675827468.107688
1.5,2256,2731,1675827468.157721
1.5,2263,2741,1675827468.2075448
1.5,2258,2730,1675827468.2575638
1.5,2265,2740,1675827468.3075736
1.5,2257,2735,1675827468.3575313
1.5,2262,2733,1675827468.4075599
1.5,2266,2746,1675827468.4575567
1.5,2255,2731,1675827468.5075612
1.5,2265,2742,1675827468.5575852
1.5,2263,2741,1675827468.607674
1.5,2267,2747,1675827468.657557
1.5,2255,2730,1675827468.7075653
1.5,2261,2735,1675827468.7575598
1.5,2260,2737,1675827468.807575
1.5,2258,2730,1675827468.857623
1.5,2256,2732,1675827468.907555
1.5,2260,2731,1675827468.957579
1.5,2260,2735,1675827469.0075705
1.5,2255,2731,1675827469.0575814
1.5,2258,2735,1675827469.1075666
1.5,2265,2741,1675827469.1575682
1.5,2260,2735,1675827469.2075593
1.5,2257,2732,1675827469.2575746
1.5,2270,2751,1675827469.3075576
1.5,2262,2741,1675827469.3576255
1.5,2263,2740,1675827469.4076307
1.5,2256,2731,1675827469.4575813
1.5,2262,2737,1675827469.5075798
1.5,2260,2737,1675827469.5575893
1.5,2256,2731,1675827469.607648
1.5,2263,2738,1675827469.6577513
1.5,2257,2730,1675827469.707721
1.5,2263,2741,1675827469.757602
1.5,2257,2731,1675827469.8075542
1.5,2258,2733,1675827469.8576403
1.5,2257,2732,1675827469.9075985
1.5,2257,2732,1675827469.9576037
1.7,2252,2751,1675827470.007582
2.9,2212,2792,1675827470.057677
5.1,2186,2808,1675827470.1076093
7.9,2148,2841,1675827470.1576066
10.7,2103,2901,1675827470.2075977
14.8,2057,2941,1675827470.257605
19.0,2007,2988,1675827470.3076196
23.8,1937,3045,1675827470.357583
28.5,1891,3117,1675827470.407691
34.0,1840,3158,1675827470.4575973
37.9,1817,3188,1675827470.5076163
40.9,1797,3197,1675827470.557627
45.4,1751,3253,1675827470.6576052
47.0,1741,3247,1675827470.7075942
48.2,1732,3280,1675827470.7576332
49.0,1723,3266,1675827470.8076825
49.6,1727,3270,1675827470.8585165
49.6,1727,3273,1675827470.9075782
49.6,1730,3273,1675827470.9576285
49.7,1722,3265,1675827471.0076294
49.7,1725,3268,1675827471.0585299
49.7,1730,3280,1675827471.1075964
49.7,1726,3276,1675827471.15766
49.7,1723,3267,1675827471.2075934
49.7,1723,3266,1675827471.2577267
49.6,1727,3276,1675827471.3075747
49.7,1723,3267,1675827471.3585198
49.6,1728,3275,1675827471.4075577
49.7,1723,3267,1675827471.4575891
49.7,1728,3277,1675827471.5076592
49.7,1726,3266,1675827471.558516
49.7,1727,3270,1675827471.6088924
49.7,1722,3268,1675827471.657655
49.6,1726,3266,1675827471.7075796
49.6,1723,3263,1675827471.7575593
49.6,1727,3272,1675827471.807913
49.7,1733,3287,1675827471.858529
49.7,1723,3263,1675827471.9077282
49.6,1726,3273,1675827471.9579396
49.7,1728,3280,1675827472.0070443
49.7,1726,3268,1675827472.058274
49.7,1722,3263,1675827472.1073043
49.7,1723,3266,1675827472.1587038
49.7,1723,3271,1675827472.2075336
49.7,1723,3263,1675827472.258483
49.7,1723,3266,1675827472.3076322
49.7,1726,3272,1675827472.3584712
49.6,1726,3271,1675827472.4077992
49.7,1722,3265,1675827472.458078
49.7,1731,3283,1675827472.5075517
49.7,1730,3278,1675827472.5587869
49.7,1728,3276,1675827472.6077027
49.6,1722,3268,1675827472.658526
49.6,1731,3280,1675827472.7076006
49.6,1728,3280,1675827472.7587044
49.6,1721,3265,1675827472.8076575
49.6,1728,3277,1675827472.858494
49.6,1723,3267,1675827472.907604
