header.stamp.sec,header.stamp.nanosec,Time,header.frame_id,velocity
0,0,1675815979.7185895,,-8154.0
0,0,1675815979.7293878,,-8056.0
0,0,1675815979.737555,,-7963.0
0,0,1675815979.7473965,,-7877.0
0,0,1675815979.7590876,,-7772.0
0,0,1675815979.9587684,,-5568.0
0,0,1675815979.981471,,-5306.0
0,0,1675815980.0014617,,-5103.0
0,0,1675815980.2284858,,-2956.0
0,0,1675815980.2376812,,-2907.0
0,0,1675815980.2484806,,-2828.0
0,0,1675815980.469387,,-1725.0
0,0,1675815980.4874017,,-1678.0
0,0,1675815980.4964457,,-1651.0
0,0,1675815980.5074368,,-1620.0
0,0,1675815980.7186155,,-1502.0
0,0,1675815980.7287376,,-1517.0
0,0,1675815980.7375755,,-1535.0
0,0,1675815980.7487917,,-1558.0
0,0,1675815980.9588919,,-2413.0
0,0,1675815980.9803522,,-2529.0
0,0,1675815981.0003335,,-2612.0
0,0,1675815981.2284298,,-3010.0
0,0,1675815981.2474127,,-3013.0
0,0,1675815981.468687,,-3299.0
0,0,1675815981.477515,,-3301.0
0,0,1675815981.4875255,,-3304.0
0,0,1675815981.5074894,,-3312.0
0,0,1675815981.727501,,-3312.0
0,0,1675815981.7475336,,-3312.0
0,0,1675815981.7587557,,-3312.0
0,0,1675815981.9587834,,-3312.0
0,0,1675815981.967454,,-3312.0
0,0,1675815981.9824555,,-3312.0
0,0,1675815981.992304,,-3312.0
0,0,1675815982.0035415,,-3312.0
0,0,1675815982.2274933,,-3312.0
0,0,1675815982.2375097,,-3312.0
0,0,1675815982.2474818,,-3312.0
0,0,1675815982.468451,,-3807.0
0,0,1675815982.477478,,-3847.0
0,0,1675815982.4874568,,-3894.0
0,0,1675815982.495453,,-3937.0
0,0,1675815982.5064306,,-3990.0
0,0,1675815982.727495,,-5498.0
0,0,1675815982.7464886,,-5676.0
0,0,1675815982.9588315,,-7904.0
0,0,1675815982.9815557,,-8095.0
0,0,1675815982.9906542,,-8188.0
0,0,1675815983.0015814,,-8285.0
0,0,1675815983.2177157,,-10001.0
0,0,1675815983.2275932,,-9999.0
0,0,1675815983.2475975,,-10071.0
0,0,1675815983.468765,,-10803.0
0,0,1675815983.489504,,-10811.0
0,0,1675815983.4984627,,-10820.0
0,0,1675815983.508796,,-10826.0
0,0,1675815983.7284858,,-10546.0
0,0,1675815983.7375002,,-10510.0
0,0,1675815983.7475212,,-10460.0
0,0,1675815983.7588263,,-10411.0
0,0,1675815983.958771,,-9158.0
0,0,1675815983.9805198,,-8973.0
0,0,1675815984.0004225,,-8814.0
0,0,1675815984.2175093,,-6442.0
0,0,1675815984.2274563,,-6326.0
0,0,1675815984.2374687,,-6230.0
0,0,1675815984.2475154,,-6116.0
0,0,1675815984.2592058,,-6013.0
0,0,1675815984.4677289,,-3930.0
0,0,1675815984.4786608,,-3824.0
0,0,1675815984.4887252,,-3731.0
0,0,1675815984.5104551,,-3554.0
0,0,1675815984.7177906,,-2589.0
0,0,1675815984.727493,,-2546.0
0,0,1675815984.7355723,,-2498.0
0,0,1675815984.7455974,,-2458.0
0,0,1675815984.7554162,,-2438.0
0,0,1675815984.958639,,-2254.0
0,0,1675815984.9667213,,-2256.0
0,0,1675815984.9816241,,-2269.0
0,0,1675815984.9906015,,-2279.0
0,0,1675815985.0006506,,-2289.0
0,0,1675815985.227672,,-3159.0
0,0,1675815985.2356064,,-3207.0
0,0,1675815985.2455194,,-3271.0
0,0,1675815985.4677296,,-4096.0
0,0,1675815985.4876842,,-4126.0
0,0,1675815985.4975817,,-4142.0
0,0,1675815985.5086126,,-4157.0
0,0,1675815985.7175608,,-4011.0
0,0,1675815985.7275922,,-3985.0
0,0,1675815985.73666,,-3961.0
0,0,1675815985.7475128,,-3929.0
0,0,1675815985.9585724,,-2811.0
0,0,1675815985.9675915,,-2764.0
0,0,1675815985.981652,,-2691.0
0,0,1675815986.000594,,-2590.0
0,0,1675815986.217582,,-1988.0
0,0,1675815986.22771,,-1982.0
0,0,1675815986.246545,,-1974.0
0,0,1675815986.4675713,,-2274.0
0,0,1675815986.486502,,-2347.0
0,0,1675815986.496444,,-2384.0
0,0,1675815986.5065544,,-2432.0
0,0,1675815986.7184463,,-3826.0
0,0,1675815986.7275572,,-3909.0
0,0,1675815986.7364552,,-3985.0
0,0,1675815986.747428,,-4072.0
0,0,1675815986.9583507,,-6339.0
0,0,1675815986.967459,,-6459.0
0,0,1675815986.9815133,,-6653.0
0,0,1675815986.9915388,,-6775.0
0,0,1675815987.0004077,,-6882.0
0,0,1675815987.219411,,-8705.0
0,0,1675815987.2294743,,-8770.0
0,0,1675815987.241456,,-8844.0
0,0,1675815987.2505968,,-8912.0
0,0,1675815987.260413,,-8980.0
0,0,1675815987.468623,,-9852.0
0,0,1675815987.4874358,,-9897.0
0,0,1675815987.495421,,-9910.0
0,0,1675815987.5074422,,-9921.0
0,0,1675815987.72755,,-9922.0
0,0,1675815987.7365017,,-9905.0
0,0,1675815987.7474918,,-9872.0
0,0,1675815987.9484563,,-8894.0
0,0,1675815987.9593801,,-8817.0
0,0,1675815987.9723384,,-8735.0
0,0,1675815987.981506,,-8679.0
0,0,1675815987.9924083,,-8600.0
0,0,1675815988.2185016,,-6476.0
0,0,1675815988.2275023,,-6382.0
0,0,1675815988.2474537,,-6190.0
