steering_angle,adc_0,adc_1,time
-0.4,2283,2755,1675230376.5792413
-0.4,2287,2760,1675230376.6291752
-0.4,2285,2756,1675230376.6789045
-0.4,2283,2753,1675230376.7290032
-0.4,2282,2752,1675230376.7792308
-0.4,2285,2756,1675230376.8293607
-0.4,2282,2753,1675230376.8793364
-0.4,2288,2761,1675230376.929252
-0.4,2285,2757,1675230376.9785466
-0.4,2283,2753,1675230377.0285652
-0.4,2283,2755,1675230377.0792465
-0.4,2286,2758,1675230377.1291518
-0.4,2282,2755,1675230377.1792247
-0.4,2282,2753,1675230377.229136
-0.4,2287,2758,1675230377.2792776
-0.4,2285,2757,1675230377.3293505
-0.4,2282,2755,1675230377.3793259
-0.4,2282,2753,1675230377.429235
-0.4,2286,2757,1675230377.479189
-0.4,2282,2755,1675230377.5292592
-0.4,2288,2761,1675230377.5793705
-0.4,2285,2757,1675230377.6292343
-0.4,2286,2757,1675230377.6794662
-0.4,2282,2755,1675230377.728788
-0.4,2286,2757,1675230377.7786348
-0.4,2282,2755,1675230377.829289
-0.4,2288,2758,1675230377.8792448
-0.4,2282,2753,1675230377.9292154
-0.4,2285,2756,1675230377.979226
-0.4,2283,2756,1675230378.0291626
-0.4,2285,2756,1675230378.079172
-0.4,2285,2757,1675230378.1291645
-0.4,2285,2752,1675230378.1791666
-0.4,2288,2761,1675230378.2290752
-0.4,2283,2753,1675230378.2785277
-0.4,2285,2757,1675230378.329061
-0.4,2282,2756,1675230378.3791761
-0.4,2287,2760,1675230378.429266
-0.4,2283,2753,1675230378.4792194
-0.4,2290,2762,1675230378.52922
-0.4,2282,2753,1675230378.5792246
-0.4,2286,2757,1675230378.6292524
-0.4,2283,2755,1675230378.6793373
-0.4,2285,2758,1675230378.7293222
-0.4,2283,2753,1675230378.7792292
-0.4,2287,2760,1675230378.8292463
-0.4,2283,2755,1675230378.879253
-0.4,2282,2753,1675230378.9292264
-0.4,2283,2756,1675230378.9792318
-0.4,2283,2753,1675230379.0292256
-0.4,2285,2753,1675230379.0793262
-0.4,2286,2757,1675230379.1286232
-0.4,2283,2755,1675230379.1786468
-0.4,2282,2753,1675230379.229199
-0.4,2282,2756,1675230379.2791812
-0.4,2282,2755,1675230379.3292527
-0.4,2285,2755,1675230379.3792832
-0.4,2286,2757,1675230379.4291942
-0.4,2283,2755,1675230379.4793055
-0.4,2282,2753,1675230379.5292547
-0.4,2285,2756,1675230379.5793371
-0.4,2285,2755,1675230379.6292913
-0.4,2283,2756,1675230379.6789281
-0.4,2287,2757,1675230379.7286074
-0.4,2283,2757,1675230379.7785158
-0.4,2283,2753,1675230379.8285892
-0.4,2286,2760,1675230379.8791246
-0.4,2282,2752,1675230379.9291742
-0.4,2286,2758,1675230379.979217
-0.4,2286,2758,1675230380.0291965
-0.4,2287,2758,1675230380.0792606
-0.4,2283,2755,1675230380.1285722
-0.4,2285,2758,1675230380.1785617
-0.4,2285,2755,1675230380.2285523
-0.4,2288,2760,1675230380.278591
-0.4,2287,2758,1675230380.328531
-0.4,2286,2756,1675230380.3786104
-0.4,2283,2755,1675230380.4286034
-0.4,2285,2755,1675230380.4785783
-0.4,2286,2757,1675230380.5285895
-0.4,2283,2753,1675230380.5786097
-0.4,2283,2753,1675230380.6284847
-0.4,2282,2755,1675230380.6788516
-0.4,2285,2757,1675230380.7291417
-0.4,2283,2755,1675230380.7792163
-0.4,2286,2758,1675230380.8291602
-0.4,2283,2753,1675230380.8791854
-0.4,2288,2761,1675230380.9291906
-0.4,2283,2753,1675230380.9792402
-0.4,2285,2755,1675230381.0291991
-0.4,2285,2757,1675230381.0791893
-0.4,2285,2756,1675230381.129193
-0.4,2285,2755,1675230381.1792722
-0.4,2286,2756,1675230381.2292135
-0.4,2283,2755,1675230381.279207
-0.4,2281,2753,1675230381.3292542
-0.4,2283,2755,1675230381.379245
-0.4,2285,2755,1675230381.429256
-0.4,2285,2755,1675230381.4792361
-0.4,2286,2756,1675230381.5291681
-0.4,2285,2755,1675230381.579219
-0.4,2282,2753,1675230381.6291611
-0.4,2283,2757,1675230381.679272
-0.4,2283,2756,1675230381.7292445
-0.4,2283,2753,1675230381.7791982
-0.4,2286,2757,1675230381.8292284
-0.4,2285,2756,1675230381.879172
-0.4,2286,2758,1675230381.9291165
-0.4,2287,2758,1675230381.979244
-0.4,2283,2753,1675230382.0292091
-0.4,2283,2757,1675230382.0792615
-0.4,2286,2757,1675230382.1292348
-0.4,2286,2757,1675230382.1792722
-0.4,2283,2755,1675230382.2292325
-0.4,2288,2761,1675230382.2792106
-0.4,2283,2756,1675230382.3292327
-0.4,2285,2755,1675230382.3792005
-0.4,2283,2757,1675230382.4291077
-0.4,2285,2756,1675230382.4792123
-0.4,2285,2756,1675230382.529205
