header.stamp.sec,header.stamp.nanosec,time,header.frame_id,drive.steering_angle,drive.steering_angle_velocity,drive.speed,drive.acceleration,drive.jerk
0,0,1675146699.9009016,,0.0,0.0,0.0,0.0,0.0
0,0,1675146700.0020194,,0.0,0.0,0.0,0.0,0.0
0,0,1675146700.1021018,,0.0,0.0,0.0,0.0,0.0
0,0,1675146700.2020767,,0.0,0.0,0.0,0.0,0.0
0,0,1675146700.3009572,,0.0,0.0,0.0,0.0,0.0
0,0,1675146700.4018276,,0.0,0.0,0.0,0.0,0.0
0,0,1675146700.5018842,,0.0,0.0,0.0,0.0,0.0
0,0,1675146700.6012366,,0.0,0.0,0.0,0.0,0.0
0,0,1675146700.7020442,,0.0,0.0,0.0,0.0,0.0
0,0,1675146700.8020318,,0.0,0.0,0.0,0.0,0.0
0,0,1675146700.9019141,,0.0,0.0,0.0,0.0,0.0
0,0,1675146701.0017917,,0.0,0.0,0.0,0.0,0.0
0,0,1675146701.1018116,,0.0,0.0,0.0,0.0,0.0
0,0,1675146701.202073,,0.0,0.0,0.0,0.0,0.0
0,0,1675146701.3021185,,0.0,0.0,0.0,0.0,0.0
0,0,1675146701.4017653,,0.0,0.0,0.0,0.0,0.0
0,0,1675146701.5017893,,0.0,0.0,0.0,0.0,0.0
0,0,1675146701.602093,,0.0,0.0,0.0,0.0,0.0
0,0,1675146701.7019627,,0.0,0.0,0.0,0.0,0.0
0,0,1675146701.8018365,,0.0,0.0,0.0,0.0,0.0
0,0,1675146701.9018586,,0.0,0.0,0.0,0.0,0.0
0,0,1675146702.0018697,,0.0,0.0,0.0,0.0,0.0
0,0,1675146702.102047,,0.0,0.0,0.0,0.0,0.0
0,0,1675146702.2019873,,0.0,0.0,0.0,0.0,0.0
0,0,1675146702.3020704,,0.0,0.0,0.0,0.0,0.0
0,0,1675146702.401906,,0.0,0.0,0.0,0.0,0.0
0,0,1675146702.5018542,,0.0,0.0,0.0,0.0,0.0
0,0,1675146702.6020448,,0.0,0.0,0.0,0.0,0.0
0,0,1675146702.7019649,,0.0,0.0,0.0,0.0,0.0
0,0,1675146702.8018835,,0.0,0.0,0.0,0.0,0.0
0,0,1675146702.9020581,,0.0,0.0,0.0,0.0,0.0
0,0,1675146703.0018473,,0.0,0.0,0.0,0.0,0.0
