steering_angle,adc_0,adc_1,Time
5.3,2127,2866,1675815960.3528113
11.8,2076,2913,1675815960.4026515
16.3,2035,2950,1675815960.4537501
21.4,1966,3037,1675815960.50302
26.2,1915,3071,1675815960.5533473
31.9,1867,3151,1675815960.6033545
36.0,1828,3167,1675815960.6529918
39.2,1821,3180,1675815960.7034657
41.1,1796,3215,1675815960.752742
43.0,1775,3225,1675815960.8028958
44.5,1768,3222,1675815960.8536212
45.6,1760,3231,1675815960.9027305
46.0,1761,3232,1675815960.9534204
46.4,1761,3236,1675815961.0034091
46.4,1762,3235,1675815961.0531795
46.3,1770,3231,1675815961.1027513
46.0,1773,3235,1675815961.1535556
45.1,1805,3198,1675815961.2034538
43.2,1846,3181,1675815961.2535012
40.1,1888,3108,1675815961.3033726
36.2,1936,3048,1675815961.3534799
31.9,1990,3010,1675815961.4034836
26.9,2052,2941,1675815961.4535198
21.2,2132,2873,1675815961.5033915
15.4,2183,2803,1675815961.553288
9.4,2253,2753,1675815961.6033416
4.0,2316,2675,1675815961.653512
-2.6,2403,2578,1675815961.7026641
-9.6,2498,2497,1675815961.7527862
-18.1,2606,2390,1675815961.803493
-26.3,2677,2308,1675815961.8533697
-34.4,2737,2246,1675815961.90343
-39.9,2782,2205,1675815961.953454
-45.1,2848,2136,1675815962.003374
-49.8,2900,2088,1675815962.0534263
-54.8,2953,2026,1675815962.1033554
-59.8,3002,1982,1675815962.1535342
-63.8,3028,1963,1675815962.2033694
-66.8,3067,1932,1675815962.2534842
-69.5,3081,1907,1675815962.3033762
-71.5,3093,1891,1675815962.3533638
-73.3,3105,1875,1675815962.4033582
-74.5,3113,1868,1675815962.4533648
-75.4,3116,1862,1675815962.5033844
-75.8,3128,1870,1675815962.5533552
-75.8,3123,1870,1675815962.6033065
-75.8,3113,1866,1675815962.653498
-75.8,3126,1875,1675815962.703407
-75.8,3116,1863,1675815962.7533462
-75.8,3101,1881,1675815962.8033028
-74.7,3075,1907,1675815962.8533406
-72.3,3042,1951,1675815962.9033341
-69.1,2990,1992,1675815962.9533916
-65.4,2955,2020,1675815963.0044854
-62.3,2937,2061,1675815963.0533602
-59.4,2907,2080,1675815963.103332
-57.3,2888,2100,1675815963.1533313
-55.3,2873,2108,1675815963.203326
-54.2,2877,2120,1675815963.253382
-53.4,2860,2125,1675815963.3033125
-52.6,2848,2145,1675815963.353338
-51.2,2827,2173,1675815963.4033222
-49.3,2785,2193,1675815963.4534035
-46.6,2760,2241,1675815963.5033684
-43.8,2725,2277,1675815963.5527024
-40.5,2677,2311,1675815963.603294
-36.6,2616,2363,1675815963.6535184
-31.8,2563,2428,1675815963.7033446
-26.9,2500,2487,1675815963.7534015
-21.6,2436,2553,1675815963.8033626
-15.6,2368,2612,1675815963.8533785
-10.1,2320,2686,1675815963.9033737
-4.5,2261,2731,1675815963.95342
0.2,2226,2763,1675815964.0038097
3.2,2221,2786,1675815964.0534012
5.9,2168,2835,1675815964.1033638
8.8,2131,2866,1675815964.1533911
11.8,2127,2860,1675815964.2033498
13.4,2116,2890,1675815964.2534912
14.3,2100,2883,1675815964.303343
15.8,2080,2920,1675815964.3533783
17.6,2052,2942,1675815964.403363
19.9,2013,2977,1675815964.4533727
23.1,1975,3021,1675815964.5033627
26.7,1923,3076,1675815964.5533547
31.3,1865,3155,1675815964.603431
36.2,1802,3187,1675815964.6533544
41.5,1746,3256,1675815964.7032864
46.5,1686,3303,1675815964.7534366
51.3,1645,3346,1675815964.8033168
56.0,1591,3396,1675815964.8535259
60.4,1556,3447,1675815964.903336
64.1,1522,3470,1675815964.9534254
67.2,1497,3492,1675815965.00349
69.4,1482,3526,1675815965.0532906
71.3,1465,3533,1675815965.1033108
72.7,1456,3540,1675815965.1533175
73.6,1451,3537,1675815965.2033148
74.0,1456,3551,1675815965.2534547
74.2,1453,3542,1675815965.3034778
74.2,1456,3543,1675815965.3535135
74.2,1458,3546,1675815965.4034998
74.0,1457,3536,1675815965.453508
73.4,1490,3513,1675815965.5033686
71.7,1520,3488,1675815965.5534375
68.8,1567,3446,1675815965.6033232
65.4,1607,3380,1675815965.6533554
60.9,1668,3330,1675815965.7033257
56.4,1721,3271,1675815965.753595
51.0,1787,3212,1675815965.8033643
45.6,1852,3140,1675815965.853427
39.5,1925,3072,1675815965.9033666
33.9,1973,3012,1675815965.953509
28.0,2036,2950,1675815966.0033908
23.0,2098,2907,1675815966.0534267
17.9,2127,2867,1675815966.103387
14.6,2132,2857,1675815966.1534061
12.3,2172,2820,1675815966.2035081
10.1,2200,2798,1675815966.2535114
7.8,2208,2782,1675815966.3033867
5.9,2245,2760,1675815966.3533955
3.8,2270,2722,1675815966.4033802
0.9,2318,2685,1675815966.453383
-2.6,2362,2625,1675815966.503352
-6.5,2422,2582,1675815966.5533676
-11.4,2477,2521,1675815966.6033566
-16.1,2520,2458,1675815966.6534088
-21.0,2565,2426,1675815966.70337
-24.6,2586,2403,1675815966.753399
-27.6,2630,2371,1675815966.8033473
-29.9,2635,2345,1675815966.8533616
-32.2,2671,2336,1675815966.903439
-33.7,2668,2320,1675815966.9535744
-34.9,2675,2315,1675815967.003472
-35.4,2681,2313,1675815967.053506
-35.8,2676,2313,1675815967.1035016
-35.9,2675,2311,1675815967.1535323
-35.9,2672,2308,1675815967.2035055
-35.9,2678,2316,1675815967.253505
-35.9,2672,2311,1675815967.3033113
-35.9,2673,2312,1675815967.353419
-35.9,2677,2311,1675815967.4033391
-35.9,2677,2315,1675815967.4533827
-35.9,2672,2311,1675815967.5034132
-35.9,2685,2322,1675815967.5534027
-35.9,2675,2312,1675815967.6033862
-35.8,2682,2317,1675815967.653346
-35.8,2673,2310,1675815967.703336
-35.9,2686,2322,1675815967.7535636
-35.9,2673,2315,1675815967.803324
-35.9,2673,2308,1675815967.853391
-35.9,2678,2313,1675815967.9033537
-35.9,2673,2311,1675815967.9533548
-35.9,2681,2318,1675815968.0033274
-35.9,2677,2311,1675815968.0535212
-35.9,2691,2323,1675815968.1034672
-35.9,2673,2312,1675815968.1535075
-35.9,2675,2310,1675815968.2035146
-35.9,2678,2315,1675815968.2534976
-35.9,2672,2312,1675815968.3034303
-35.8,2673,2310,1675815968.3535302
-35.9,2672,2307,1675815968.403371
-35.8,2673,2311,1675815968.453379
-35.7,2661,2325,1675815968.5033844
-34.6,2626,2362,1675815968.5533664
-31.9,2591,2408,1675815968.6033628
-24.3,2480,2501,1675815968.7033792
-20.0,2446,2571,1675815968.7535622
-14.6,2363,2626,1675815968.8033247
-9.3,2300,2698,1675815968.8533528
-2.9,2220,2770,1675815968.903352
3.2,2147,2840,1675815968.9533517
10.0,2075,2918,1675815969.0034487
16.0,2035,2953,1675815969.0533943
20.9,1972,3016,1675815969.1033576
26.2,1903,3081,1675815969.1533666
31.9,1847,3165,1675815969.2033813
37.5,1806,3203,1675815969.2533624
41.5,1792,3215,1675815969.30336
43.9,1753,3237,1675815969.3533456
46.4,1718,3267,1675815969.4033625
48.7,1715,3275,1675815969.4533868
50.6,1691,3300,1675815969.5033698
51.8,1692,3301,1675815969.5533864
52.6,1693,3307,1675815969.6033576
52.8,1687,3300,1675815969.6533806
52.8,1687,3301,1675815969.7033617
52.8,1697,3310,1675815969.7534294
52.8,1696,3300,1675815969.8033571
51.8,1733,3265,1675815969.8533332
49.7,1761,3233,1675815969.9033751
46.7,1810,3203,1675815969.9534752
43.4,1847,3146,1675815970.0035076
39.1,1915,3082,1675815970.053358
34.4,1967,3021,1675815970.103312
28.8,2035,2957,1675815970.153416
23.4,2101,2901,1675815970.203347
17.6,2155,2847,1675815970.2534115
12.7,2183,2827,1675815970.303304
9.1,2226,2761,1675815970.353374
4.9,2303,2697,1675815970.4033306
-0.1,2355,2630,1675815970.4534152
-6.3,2437,2556,1675815970.503361
-12.3,2508,2473,1675815970.553388
-19.3,2590,2406,1675815970.603356
-25.5,2630,2352,1675815970.6533782
