orange,4.906451788871316,-0.03355211418936514
orange,4.2114217034597266,3.2873102378364267
orange,5.829370557275067,3.8725037960623534
blue,18.176804030738786,15.705838608225235
blue,15.405794438964062,12.802911576781314
yellow,16.448401708332135,7.357748475705476
orange,9.226343861302949,1.3398670277657077
orange,6.711559587825977,0.48879995140612836
yellow,19.335922463220783,11.43281367116691
yellow,13.171894233176662,3.637124444773622
orange,8.3952552166405,4.720222776246298
blue,13.510105641868508,9.808520094224166
blue,10.958538741952424,6.671061869318814
blue,20.78641014837031,18.02219488359781
blue,10.718108179951615,23.64535232125968
yellow,23.451750662666573,15.079386830539038
blue,15.290908915922937,25.500978566301193
blue,24.264301353383328,20.25490843395401
yellow,27.06277109753744,17.28073920787041
blue,18.66940878878884,28.161067410360868
blue,28.324340684326717,21.90012492043059
yellow,31.115735044019875,19.854925103662936
blue,21.92220906232487,30.71634960586919
blue,31.025414804524047,25.790770483526483
blue,23.78503574553682,32.78224071504487
blue,32.830064362727995,28.982394719690415
blue,29.487032621029886,34.81915611395835
blue,25.794210949505654,34.77449932162035
yellow,20.615709858844863,35.46696120817901
blue,32.20176651872182,33.44039246947209
yellow,23.083522954295557,37.933967600767495
yellow,36.75966119312614,28.692957922043714
yellow,34.86133820757564,23.991588145182284
yellow,25.85320324873831,39.34210296237114
blue,32.90434607543112,31.876049292803966
yellow,36.92619478719805,33.406794344664235
yellow,35.50949570999797,36.57301858822303
yellow,31.11533188029438,40.07777345394536
yellow,28.228809994401328,40.50038302559654
yellow,19.02722836740117,33.123751836494264
yellow,9.869514168216018,26.84143047738591
yellow,16.826814866266755,30.4013628208301
yellow,13.716072369705751,28.14691275917041
yellow,6.131084886658485,25.992419773040538
yellow,2.6820975638691182,26.141232865564273
blue,2.812302620475146,21.649466239780878
blue,6.427935877538589,22.14101361361057
yellow,10.060609979709232,26.516097234014115
yellow,19.46063726194567,15.697422332295403
yellow,-1.3463707238112301,26.251357056823288
blue,-0.7117529435491663,22.315421551961496
yellow,-4.911469829394466,25.528537982618534
blue,-3.3754331313272115,21.914125818629106
blue,-5.469445946150381,20.80514189013146
blue,-7.039942685442713,18.654145994398444
blue,-8.038974191391082,15.892670132282657
yellow,-9.113506866416836,23.034278704986225
yellow,-10.89422420760278,21.095942565177385
blue,-8.463473741494479,13.102948942654537
blue,-8.611131013874969,10.751480914356778
blue,-1.6727157872717549,3.071331644008153
blue,-6.88129455423475,6.109147677247908
blue,-2.29365466413885,2.649375447373925
yellow,-12.633566504100608,12.967874240434579
yellow,-12.462116803245133,16.5222341518421
blue,-8.047093882115574,8.35631742862168
yellow,-12.286530850471213,10.507637736328165
yellow,-11.619454237328208,7.009683245221883
blue,-1.874237622168668,2.892623944400686
blue,-6.946138363690247,6.109653062612211
blue,-4.853489752792519,3.8890956585247016
yellow,-9.851036979483442,3.612638755474238
blue,-8.67657202246197,10.725037498079892
yellow,-6.737972748494196,0.5636460779217639
yellow,-2.065519104361441,-0.8928874516742488
blue,1.7752484436672509,2.897972679209345
yellow,2.1203851930272157,-0.9876746460883099
